date,text 
06.11.2019,"Must have для всех IT-специалистов ⚠
 
Хади Харири, один из руководителей JetBrains, выступил с открытой лекцией в Университете ИТМО. Мы не могли упустить такую возможность и взяли большое интервью про особенности работы в крупной компании, современный облик профессионала и тонкости программирования."
06.11.2019,"Компания HBO представила супер-инновацию – коробку для просмотра сериалов! С ней соседи по комнате в общаге не смогут помешать тебе посмотреть любимый сериал. Ну, или доделать курсач😏 
 
Какой из новых сериалов ты с удовольствием посмотрел бы в тишине и спокойствии? Поделись с нами интересными новинками."
06.11.2019,"Чему учат на магистерской программе Университета ИТМО по научной коммуникации💪🏻 
 
Почитайте, как наш студент из ученого превратился в популяризатора науки, запустил собственный подкаст и основал студию."
05.11.2019,"[club104005663|Центр личностного развития Университета ИТМО] проводит двухнедельный онлайн-марафон ""Карьерный гайд"". Он будет полезен тем, кто задумывается о следующем карьерном шаге, хочет найти стажировку или работу и лучше понять собственные мотивы, таланты и ценности.

Подробности и регистрация: https://vk.cc/9XyQ4r

А пока читаем специальный материал от коллег. Что лучше: развивать свои сильные стороны или бороться с недостатками?"
05.11.2019,"Начинаем неделю с приятной новости! 🏆 Команда из пяти студентов ИТМО выиграла Hack.Moscow 3.0. 

Там наши ребята лучше всех решили задачу от партнёра. С помощью нейронной сети они разработали SDK (комплект для создания программ) с голосовым управлением мобильными приложениям. Плюс расширение для браузеров, позволяющее добавить голосовое управление в веб. 

С помощью нового SDK разработчики легко могут создать приложение, где голосом можно делать все: начиная от прокрутки вверх/вниз, заканчивая поиском и фильтрацией его результатов. 

11 команд-победителей Hack.Moscow 3.0 разделили призовой фонд 1 млн рублей. Теперь победители разрабатывают бизнес-модель для своего продукта. 

Акселератор ИТМО, уже обратили внимание на них?"
04.11.2019,Уже завтра! Скорее регистрируйся 🏃‍♂
03.11.2019,"ЗОЛОТО! 🏆

Клим Гаврилов, студент 2 курса ИТМО, выиграл первые автоспортивные Олимпийские игры в классе Туринг! Поздравляем, это было очень круто 💪🏻

Победа Клима и партнеров по команде позволила cборной России занять первое место в общем зачете. 

Клим не только участвует в гонках с 13 лет и достиг в этом больших побед, но и учится на факультете программной инженерии и компьютерной техники. Еще больше греет наше сердечко то, что на трассе Валлелунга автомобиль Клима украшал слоган IT's MOre than a UNIVERSITY  💙 

Для тех кто пропуcтил, смотрим видео с гонкой еще раз 😎"
02.11.2019,"Клим Гаврилов, студент 2 курса ИТМО, выиграл первую гонку автоспортивных Олимпийских игр в Риме в классе Туринг 🔥
Поздравляем с отличным началом! 

Решающий заезд пройдет уже завтра в 15:00. Смотрим трансляцию по ссылке, болеем еще сильнее!"
02.11.2019,"Встречайте новый проект Акселератора ИТМО – подкаст «Я – предприниматель». Ребята приглашают в гости успешных бизнесменов – выпускников акселератора. 
 
Герои первого выпуска - основатели кружков по робототехнике GoRobo. Послушайте, как им удалось превратить отличную идею в успешный бизнес."
01.11.2019,"Врррум 🚦

Наш студент Клим Гаврилов участвует в первых автоспортивных Олимпийских играх в Риме! Гонка пройдет уже завтра в 15:00. Следить за ней можно в трансляции ниже. 

Клим не только студент 2 курса факультета программной инженерии и компьютерной техники, но и участвует в гонках с 13 лет. В этом году Клим занял третье место в чемпионате России в классе Туринг. Круто? Еще как! 

Кстати, для завтрашних заездов по трассе Валлелунга Клим добавил на автомобиль лого ИТМО ❤

Болеем все вместе, верим в победу 🏆"
01.11.2019,"Вчера на «ИТМО в КИНО» мы посмотрели фильм «Дитя робота» (I’m Mother). Получилось уютно и по-домашнему. Правда, вместо чая и печенек были сладкая вата и попкорн) 

После финальных титров все обсуждали увиденное. О чем фильм? Это вариант романа-воспитания, притча о тоталитарном государстве, размышления о правах и возможностях роботов? 

Напиши свои мысли в комментариях, давай обсудим фильм вместе. 

Любопытная деталь. Робот в фильме - это не графика или motion capture, а живой актёр. Для этой роли сделали уникальный электронный костюм. Посмотрите, как он работал."
01.11.2019,"Осенью очень важно принимать Омега-3! 

Смотрим второй выпуск научно-популярного шоу от [club76139618|Мегабайт Медиа]. 

Поддерживаем лайком и репостом 😉"
01.11.2019,".∧＿∧ 
( ･ω･｡)つ━☆・*。 
⊂　 ノ 　　　・゜+. 
しーＪ　　　°。+ * Вжуххххх и мы в новом рейтинге! 

Опубликованы результаты ежегодного мониторинга «Качество приёма в вузы - 2019», проведенного ВШЭ совместно с Яндексом.

Университет ИТМО попал в топ-5 рейтинга по среднему баллу ЕГЭ поступивших с результатом 92,7. Без вступительных испытаний на программы бакалавриата поступили 397 абитуриентов. 

Подробности на ITMO.NEWS:"
31.10.2019,"Сервис Surprise Me - площадка, предлагающая нескучные городские экскурсии, - выходит на международный рынок. За три квартала идеологи проекта продали в общей сложности 1795 туров на 150 тысяч долларов. 

Поговорили с одним из основателей Александром Головатым об особенностях работы с зарубежными клиентами и новых горизонтах."
31.10.2019,"Присоединяемся к «Дням без турникетов»! 

Открываем двери ИТМО в рамках акции, чтобы познакомить с проектом Drive Safely. Система интеллектуальной поддержки водителя позволит снизить вероятность ДТП и сохранить жизнь и здоровье миллионов людей по всему миру. Экскурсию проведет сам руководитель проекта - Алексей Кашевник, доцент факультета информационных технологий и программирования. 

Регистрация на сайте https://bezturniketov.com/ Мест очень мало 😉"
31.10.2019,"Составили топ зимних зарубежных школ, на которые можно подать заявку уже сейчас! Прага, Таллин, Амстердам, Флорида, Харбин - выбирай, где будешь набираться международного опыта. 
 
И помни, что ИТМО может возместить тебе до 70% потраченных на поездку денег! 
 
Все подробности - в материале ITMO.NEWS"
31.10.2019,"Читаешь наш блог на habr? Там много интересного! Например, вышла очередная подборка лёгкого чтения для технарей. Научная фантастика, книги о технологическом будущем человечества и литература, написанная специалистами для специалистов - всё то, что можно почитать на досуге 🤓"
30.10.2019,"Если пропустил классную новость в пятницу, то еще раз: Гена сделал это опять! ❤"
30.10.2019,"В Университете ИТМО выступил Джон Иоаннидис — профессор Стэнфордского университета. Если пропустил открытую лекцию одного из самых известных и цитируемых исследователей в сфере медицины, то самое время прочитать материал ITMO.NEWS.

Что же не так с современными медицинскими исследованиями? Как вернуть доверие клиническим испытаниям? И станет ли доказательная медицина доказательной в полном смысле этого слова?"
29.10.2019,
29.10.2019,"Уже в этот четверг, 31 октября, мы с вами встретимся на очередном кинопоказе «ИТМО в КИНО», который пройдет в креативном пространстве «Люмьер-Холл» по адресу наб. Обводного канала, 74А. 
 
Напомним, что нас ждет: 

- Будем смотреть фильм австралийского режиссёра Гранта Спьютора «Дитя Робота» (анг. «I Am Mother») в компании студентов, преподавателей, сотрудников и выпускников университета; 
- Перед началом фильма послушаем короткое выступление от Валерия Чернова; 
- Подкрепимся попкорном и сахарной ватой; 
- Просто приятно проведем время в кругу друзей и коллег, членов самого тёплого коммьюнити - ITMO.Family. 
 
В этом году оказалось очень много желающих посетить кинопоказ, поэтому, к сожалению, мы вынуждены закрыть регистрацию, чтобы всем точно хватило места и было комфортно. Но не расстраивайтесь, впереди будет еще много интересного от первого неклассического!"
29.10.2019,"Ты не ты, когда выпал первый снег 😱"
29.10.2019,"Начинаем дорогу к большим победам! 

Команда Университета ИТМО выиграла четвертьфинал регионального этапа чемпионата по программированию ICPC. 11 задач из 13 за пять часов турнира — именно столько понадобилось команде, чтобы стать первой из 114. 

О том, какие задачи пришлось решать участникам и какие команды будут участвовать в полуфинале ICPC, читаем в материале ITMO.NEWS."
28.10.2019,Добавляй в календарь 📅
28.10.2019,"Решил начать с понедельника новую жизнь? Олимпиада «Я — профессионал» - твой шанс. Не знаешь что это? Рассказываем кратко и по делу в новом видео 🚀

Регистрация тут: https://yandex.ru/profi/"
27.10.2019,"Александр Мамаев - первокурсник Университета ИТМО, который к 18 годам поработал в командах ""Тинькофф"" и ""ВКонтакте"", рассказал RusBase об увлечении программированием, своих проектах и планах на будущее."
26.10.2019,"Университет ИТМО вновь стал лидером Проекта 5-100, попав в первую группу вузов вместе с ВШЭ, МИФИ, МФТИ, МИСиС, ТГУ и НГУ. 
 
Гордимся и ждём подробности совсем скоро на ITMO.NEWS."
26.10.2019,"Прямо сейчас в Университете ИТМО начинается четвертьфинал международного чемпионата по спортивному программированию ICPC для студентов Северо-Запада России. Да, этот отборочный тур того самого ICPC, семь кубков которого принадлежат нам!🏆 
Смотрим вместе прямую трансляцию и болеем за наших - за все 26 команд из ИТМО. Разобраться в происходящем помогут комментарии экспертов - авторов задач, членов жюри и чемпионов прошлых лет.
clck.ru/JfP6Z"
25.10.2019,"Завершаем неделю огненной новостью🔥

Аспирант Университета ИТМО и самый титулованный программист в мире Гена Короткевич опять всех победил! На Facebook Hacker Cup 2019 в Дублине Гена быстрее всех решил верно все задачи.  

До этого он уже выигрывал это соревнование в 2014 и 2015 годах. Поздравим же Гену, ура!"
25.10.2019,"В тебе постоянно борются инженер-механик, инженер-электронщик, кибернетик и программист? Тогда тебе точно на трек «Робототехника»! 
 
Можно не верить ни одному фильму про будущее, но все они сходятся в одном: искусственный интеллект станет подобен человеку. А будут ли роботы помогать человечеству или наоборот противостоять — зависит от тебя! Принять решение поможет олимпиада «Я — профессионал». 

Регистрируйся по ссылке: yandex.ru/profi/"
25.10.2019,"Воркшоп: The Basics of UX design for startups

Уже завтра состоится воркшоп с турецким профессором Меричем Биджакджиоглу. Вы разберете проектирование пользовательского опыта и интерфейсов, проанализируете лучшие примеры UX дизайна и научитесь думать как клиент вашего стартапа. Приходите, но обязательно перед этим зарегистрируйтесь!

Язык лекции: английский
Регистрация: itmo-event.timepad.ru/event/1098777/ 
Когда: 26 октября в 13:30
Где: Биржевая 16, аудитория 550"
24.10.2019,"Свет мой, зеркальце..."
24.10.2019,"Лекция: «Инновационный маркетинг»

25 октября под эгидой 120-летия Университета ИТМО директор по стратегии брендов агентства Stellar Григор Бадалян проведет открытую лекцию для ITMO FAMILY. Мероприятие пройдет в рамках «Открытой магистратуры» – подобный формат дает возможность широкой аудитории окунуться в атмосферу университета и принять участие в научной дискуссии.

Где: Университет ИТМО, Кронверкский пр., 49, ауд. 285
Когда: 25 октября, в 15:20
Подробнее обо всех мероприятиях 120-летия — на сайте 120.itmo.ru
#итмо120"
24.10.2019,"До «ИТМО в КИНО» осталась всего неделя! 
 
По доброй традиции перед началом фильма нас ждет небольшое выступление от коллег из университета. В этом году обсудим ""робобудущее"" с Валерием Черновым - студентом 3 курса факультета систем управления и робототехники.
 
Почему подобные фильмы до сих пор пользуются спросом, а пост-апокалиптические сюжеты продолжают будоражить умы людей по всему миру? Как менялось представление общества об образах будущего, и почему в популярной культуре сформировался именно такой образ робота? Обсудим 31 октября в «Люмьер-Холле». 
 
Вход бесплатный, по предварительной регистрации: clck.ru/JYkK4"
24.10.2019,"В Университете ИТМО создано представительство ICPC, которое будет способствовать организации международных студенческих олимпиад по программированию ICPC в России и странах СНГ.
О том, почему в качестве центра развития ICPC-движения в СНГ был выбран ИТМО, что самое главное для участника соревнований по программированию, а также зачем запускается проект ICPC University - читайте в интервью руководителя нового подразделения и нашего выпускника на ITMO.NEWS:"
23.10.2019,"[club11283947|Яндекс] открыл прием заявок на соискание премии имени Ильи Сегаловича. Эта премия для вас, если вы студент, аспирант или научный руководитель и ваша работа связана с компьютерными науками. 

🎁 Призы для победителей
👩‍🎓Для молодых исследователей:
-премия в размере 350 тысяч рублей;
-поездка на международную конференцию по искусственному интеллекту;
-научная стажировка в отделе исследований Яндекса;
-работа с персональным ментором.
👨‍💼Для научных руководителей - денежная премия в размере 700 тысяч рублей. 

Подробнее: clck.ru/JdU2j"
23.10.2019,"АЛЛО, МЫ ИЩЕМ ТАЛАНТЫ!

Впервые мы открываем кастинг на научный стендап «Квантовый потанцевал 5.0»💥

Если ты легко и с юмором рассказываешь о науке, а еще готов показать ТОТ САМЫЙ квантовый потанцевал на сцене клуба  ”Космонавт”, то скорее заполняй заявку: clck.ru/JcXhj"
23.10.2019,"Ты самый умный? Регистрируйся: yandex.ru/profi/ 
 
Если докажешь это в олимпиаде «Я — профессионал», сможешь поступить в магистратуру и аспирантуру лучших вузов России, получить стипендию 200-300 тысяч рублей и устроиться на работу в одну из крупнейших компаний страны. 
 
Заявки принимаются до 18 ноября. Участвовать могут студенты бакалавриата, специалитета и магистратуры.
 
Участие бесплатное. И просмотр видео тоже. Посмотри, оно прикольное😉"
22.10.2019,
21.10.2019,"Понедельник день... ДЛЯ КОНКУРСА РЕПОСТОВ⚡

Чтобы зарядить вас на продуктивную неделю, мы подготовили розыгрыш!
Совместно с нашим партнером [club83642218|Люмьер-Холлом] дарим два билета за репост на что-то очень красивое и таинственное, а именно на концерт [club187409649|«-22,7°C»]. 
VR-экспириенс от Яна Кунена (режиссер и сценарист «99 франков») и Molécule объединяет в себе натурную съемку 360°, генеративный видеоарт и особое звуковое сопровождение. 

Скорее делай репост и жди результатов💪🏻 

Подробности: vk.cc/9W0h26 
Когда: 26 октября, в 22:00
Где: «Люмьер-Холл», наб. Обводного канала, 74Д"
21.10.2019,"Еще остались вопросы по олимпиаде? Ищите ответы в нашем FAQ, там мы рассказали все, что нужно знать о «Я — профессионале». 
 
1. Я могу участвовать в олимпиаде? 
Да! Если ты действующий студент (бакалавриат, специалитет, магистратура) на момент регистрации! 
 
2. Что мне дает участие в олимпиаде? 
Победители и призеры в зависимости от результата получат: высший балл при поступлении в магистратуру или аспирантуру вузов-партнеров, денежную премию, стажировку в крупной компании, попадание в базу молодых профессионалов. 
 
Доступ к базе молодых профессионалов получат рекрутеры крупных компаний, которые выступают партнёрами олимпиады. Они смогут предложить вам стажировку, практику или пригласить на работу. 
 
3. Какие задания предстоит решить на олимпиаде? 
Кейсы от экспертов разных компаний и университетов. 
 
4. Как готовиться к олимпиаде? 
Вы можете изучить методические материалы и выполнить демонстрационные задания на сайте олимпиады. 
 
5. Когда можно начинать? 
4 октября — 18 ноября: прием заявок; 
22 ноября — 8 декабря: заочный онлайн тур; 
Конец января — начало марта: очный тур в разных вузах страны. 
 
6. Где подавать заявку на участие? 
Здесь: https://yandex.ru/profi/ 
 
7. Сколько направлений я могу выбрать? 
Можно выбрать несколько направлений. Главное — правильно оценить свои силы: даты проведения заключительного этапа на разных направлениях могут совпадать. 
 
8. В какие вузы я могу поступить? 
Университет ИТМО, МФТИ, МИФИ, ВШЭ, УрФУ, Политех Петра Великого, Казанский федеральный университет, МИСиС, Дальневосточный федеральный университет и многие другие! 
 
9. В каких компаниях я смогу пройти стажировку? 
Яндекс, Mail.ru, IBS, Netcracker, Kaspersky Lab, РОСНАНО, РЖД, Сбербанк, РВК, Microsoft, IBM и многие другие."
21.10.2019,"Десять дней до ""ИТМО в КИНО"" - самое время поближе познакомиться с фильмом!
 
Дитя Робота (анг. «I Am Mother») – это полнометражный дебют австралийского режиссёра Грэнта Спьютора. Фильм рассказывает о жизни человеческого ребенка, выращенного и воспитанного роботом в бункере в условиях пост-апокалиптического мира, в котором человечество было уничтожено эпидемией. Однажды в размеренную жизнь Матери и Дочери прорывается женщина снаружи, которая рассказывает подросшей девочке о том, что снаружи среди людей есть выжившие, а роботам доверять нельзя. Но мама-робот не соглашается отпустить дочь в мир людей. 

31 октября, Люмьер-Холл, сбор гостей с 18:00, начало фильма в 19:00.
Вход свободный, по предварительной регистрации: clck.ru/JYkK4"
19.10.2019,"Войдем же красиво и познавательно в выходные!

Ребята из [club76139618|Мегабайт Медиа] презентовали развлекательное научно-популярное шоу ОМЕГА 3. Гостем первой программы стал Даниил Савчук - специалист в области VR и AR технологий.

В этом выпуске программы вы узнаете:
- чем отличается виртуальная реальность от реальной;
- где используются VR-технологии сегодня;
- можно ли изучать психические заболевания при помощи виртуальной реальности.

Давайте поддержим новое шоу лайками и просмотрами👍🏼"
18.10.2019,Лучшее чтение на выходные - самый стильный материал о нас от [club15911874|Собака.ru].
18.10.2019,"Геймеры, срочная новость 🕹
 
[club65956552|Новый Физтех] и [club68657700|Национальный медицинский центр им. Алмазова] подготовили для вас миссию:
- проходи МРТ головного мозга во время игры;
- получи результаты; 
- внеси вклад в науку. 

Для участия в исследовании заполните заявку по ссылке: clck.ru/JYhAY 
Миссию нужно будет проходить по адресу: ул. Аккуратова 2, НМИЦ им. В.А. Алмазова.
Подробнее в группе [club65956552|Новый Физтех]"
18.10.2019,"Противостояние хакерам — крайне сложная задача. Но если в твоих жилах течет кровь настоящего киберзащитника, то ты просто обязан проверить это на треке «Информационная безопасность». 
 
Чем больше процессов в мире завязаны на IT, тем актуальнее работа специалистов, способных защитить информацию и обеспечить безопасность всех проводимых операций. А как мы знаем, на безопасности никто не экономит: 
 
Начать карьеру в крупной компании и стать одним из лучших в перспективном направлении — всё это вполне реально для участников олимпиады «Я — профессионал». Остается только подать заявку: yandex.ru/profi/"
17.10.2019,
17.10.2019,"«ИТМО в КИНО» возвращается! 
 
В прошлом году мы дали старт хорошей традиции смотреть научно-фантастические фильмы в кругу ITMO.Family на панорамном экране. Давайте снова встретимся и весело проведем время вместе!

31 октября будем смотреть фильм австралийского режиссёра Грэнта Спьютора «Дитя Робота» о ребенке, выращенном роботом в условиях пост-апокалипсиса. 

Вход свободный, по предварительной регистрации: clck.ru/JYkK4
Адрес: креативное пространство «Люмьер-Холл», набережная Обводного Канала 74А.
Подробности: clck.ru/JYmrQ"
17.10.2019,Если вы вдруг ждали волшебного пинка⚡
17.10.2019,"ИТМО теперь имя собственное! 
11 октября вступила в силу новая редакция устава университета, и у нас появилось новое официальное название: оно стало короче - без расшифровки аббревиатуры ИТМО. Подробнее об изменениях на ITMO.NEWS."
16.10.2019,"Студенты Университета ИТМО представят Россию на зимней школе CyBRICS 

CyBRICS — крупнейший турнир по спортивному хакингу, созданный по инициативе Университета ИТМО. В отборочном этапе участвовали 1188 команд со всего мира, а 775 из них решили хотя бы одно задание. Лучшие команды России, Китая, Индии, Бразилии и ЮАР встретятся уже на зимней школе в Петербурге. 

Узнали у организаторов технические подробности и как в ТОП-10 соревнований может попасть команда, за которую не выступает ни одного живого человека: https://vk.cc/9TSwSs"
16.10.2019,"На этой неделе собираем трофеи мировых рейтингов! 

Посмотрим, что у нас тут есть: 
1. ТОП-50 рейтинга QS развивающейся Европы и Центральной Азии;
2. ТОП-100 предметного рейтинга THE Computer Science (1-ое по России);
3. ТОП-250 предметного рейтинга THE Engineering and Technology (2-ое по России).

Все подробности, как обычно, на ITMO.NEWS: https://vk.cc/9UWmex и https://vk.cc/9UWn4d"
16.10.2019,"[club94836781|Хакатон ScienceMedia] уже через месяц!

С 14 по 16 ноября в Петербурге молодые журналисты, видеомейкеры, радиоведущие, редакторы медиа, блогеры соберутся вместе и прокачают научный мир🔥 

Участники хакатона посетят научно-технологические площадки, а еще у них будет 24 часа, чтобы спроектировать мультимедийный лонгрид😱

Форум ScienceMedia проводится в пятый раз [club76139618|Мегабайт Медиа].
Регистрация открыта на сайте до 20 октября: forum.mbradio.ru"
16.10.2019,"Поговаривают, что фотоника — индустрия будущего. А раз так, нужно срочно реализовать себя в этой сфере. На студенческой олимпиаде «Я — профессионал» этой науке посвящено целое направление. 
 
Современные специалисты в области фотоники заняты в решении масштабных задач человечества: создание принципиально новых методов хранения и передачи информации (квантовая коммуникация) и квантового компьютера, осуществление адресного лечения раковых опухолей с использованием современных лазеров, разработка «светового» Wi-Fi (Li-Fi). 
 
Если твое сердечко ёкнуло при чтении этого текста, это знак, что нужно подать заявку на направление «Фотоника». Твоя ссылка в светлое будущее: yandex.ru/profi/"
15.10.2019,"Осень в Университете ИТМО 🍂

Продолжаем шелестеть листочками!"
15.10.2019,"Лидеры России🥇 Конкурс управленцев
 
Прими участие в открытом конкурсе для руководителей нового поколения. Брось вызов тысячам управленцев и попади в сообщество лидеров, которые определят будущее России.

4 конкурсных этапа, где ты сможешь: 
-принять участие в деловых играх, нетворкингах и решении бизнес-кейсов;
-познакомиться с ключевыми лидерами России;
-пройти комплексную оценку своих профессиональных компетенций.

🤫А ещё 300 суперфиналистов конкурса получат гранты.

Стань лидером России: лидерыроссии.рф"
15.10.2019,"Валерия Горячева — выпускница нашей совместной магистерской программы с JetBrains. Она рассказала [club23303030|«Бумаге»], как поступила на программу и что узнала о профессии во время учебы:"
14.10.2019,#TetrisChallenge по версии [club45636106|Кронверкских барсов] 💙
14.10.2019,"Нам кажется очевидным, что участие в олимпиаде «Я — профессионал» способно перевернуть твою жизнь с ног на голову. Но на всякий случай выделяем 5 причин, по которым стоить подать заявку! 
 
1. победа в олимпиаде = поступление в магистратуру или аспирантуру без экзаменов в один из лучших вузов страны; 
2. победа в олимпиаде = стажировка в компаниях-партнерах проекта;
3. победа в олимпиаде = денежная премия (очень солидная); 
4. призерство в олимпиаде = попадание в базу молодых профессионалов; 
5. участие в олимпиаде = полезный и незабываемый опыт для каждого. 
 
В любом случае, подав заявку, ты автоматически становишься частью интеллектуальной элиты страны. Терять нечего, регистрируйся по ссылке: yandex.ru/profi/"
14.10.2019,"16 октября в Университете ИТМО пройдет Конференция обучающихся [club2499902|ITMO.STUDENTS]!

На мероприятии подведём итоги прошедшего года, а кандидаты в председатели ITMO.STUDENTS представят свои программы развития студенчества. Подробнее о кандидатах и их текущем рейтинге — на сайте конкурса: vk.cc/9Qiz7V

Вход свободный!

Когда: 16 октября, начало в 18:00
Где: Университет ИТМО, Кронверкский пр. 49, актовый зал"
14.10.2019,"В Университете ИТМО прошел хакатон ITMO DigiEduHack! 

Событие открыло серию хакатонов в рамках 120-летия Университета ИТМО, и в качестве экспертов и спонсоров в нем приняли участие выпускники вуза. Всего в соревновании участвовало более 100 человек — команды из Великобритании, Италии, Финляндии и других стран собрались, чтобы разработать новые решения в области цифрового образования. Кстати, Университет ИТМО стал единственной площадкой хакатона в России. 
 
Смотри, как это было в ролике [club76139618|Мегабайт Медиа]! А подробности уже на ITMO.NEWS: https://vk.cc/9TSpjW"
12.10.2019,"3 дня осталось до одного из самых крутых стартап-событий осени — форума GoTech Arena! Форум состоится уже во вторник, 15 октября, в Москве. 
 
Он соберет 1200+ стартапов, инвесторов и представителей корпораций из России и Восточной Европы. В программе — дискуссии и мастер-классы от корпораций, инвесторов и основателей стартапов, питчи финалистов конкурса GoTech, 1000+ индивидуальных встреч инвесторов с фаундерами, а также выставка Business Alley, где компании, акселераторы и целые страны представят свои возможности для молодых предпринимателей. И, конечно, нетворкинг! 

Регистрация по ссылке: http://bit.ly/2mDA9Du"
11.10.2019,Осень в Ягодном 🍂
11.10.2019,"[club185225617|ITMO.FutureCareers] уже 23 октября!

На крупнейшем карьерном событии встречай представителей ведущих компаний с актуальными вакансиями для студентов Университета ИТМО. Мероприятие пройдет в стендовом формате, а интерактивы и открытый диалог позволят напрямую пообщаться с работодателями.

Вход свободный по предварительной регистрации: https://vk.cc/9KmkqY. Кстати, среди зарегистрировавшихся будут разыграны подарки от компаний 🙃

Когда: 23 октября с 10:00 до 16:00
Где: Университет ИТМО, Ломоносова, 9, холл 2 этажа."
11.10.2019,"О Big Data сейчас не говорит только ленивый. Но если ты один из тех, кто действительно не боится нырнуть в озеро данных и расставить там все по полочкам, брось себе вызов в направлении олимпиады Я — Профессионал «Большие данные». 
 
Количество данных в мире удваивается каждые два года. Многообразие форм данных, от структурированных документов и таблиц до изображений, геолокаций, аудио- и видеозаписей, требует новых способов их анализа. Специалист в этой области должен владеть способами и алгоритмами организации хранения и обработки больших данных. 
 
Узнал себя в этих строках? Тогда регистрируйся по ссылке: yandex.ru/profi/"
